prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,12.704
0,0,1,32,12.928
0,0,1,64,14.688
0,0,1,128,21.152
0,0,1,256,21.823
0,0,1,512,22.848
0,0,1,1024,23.743
0,0,2,16,13.919
0,0,2,32,13.887
0,0,2,64,15.553
0,0,2,128,23.265
0,0,2,256,23.487
0,0,2,512,24.288
0,0,2,1024,25.184
0,0,4,16,13.919
0,0,4,32,13.983
0,0,4,64,15.744
0,0,4,128,23.23
0,0,4,256,23.712
0,0,4,512,24.735
0,0,4,1024,25.888
0,0,8,16,14.08
0,0,8,32,14.048
0,0,8,64,15.585
0,0,8,128,23.872
0,0,8,256,24.513
0,0,8,512,25.12
0,0,8,1024,26.464
0,0,16,16,14.496
0,0,16,32,14.432
0,0,16,64,15.968
0,0,16,128,24.063
0,0,16,256,24.576
0,0,16,512,25.504
0,0,16,1024,31.841
0,0,32,16,14.912
0,0,32,32,15.039
0,0,32,64,16.383
0,0,32,128,24.576
0,0,32,256,25.76
0,0,32,512,31.041
0,0,32,1024,38.88
16,0,0,0,15.68
16,0,1,16,15.584
16,0,1,32,15.648
16,0,1,64,15.68
16,0,1,128,18.081
16,0,1,256,21.631
16,0,1,512,28.608
16,0,1,1024,43.391
16,0,2,16,15.552
16,0,2,32,15.744
16,0,2,64,15.552
16,0,2,128,18.144
16,0,2,256,22.016
16,0,2,512,29.152
16,0,2,1024,43.967
16,0,4,16,15.329
16,0,4,32,15.488
16,0,4,64,15.68
16,0,4,128,18.112
16,0,4,256,21.888
16,0,4,512,29.055
16,0,4,1024,44
16,0,8,16,15.552
16,0,8,32,15.584
16,0,8,64,15.743
16,0,8,128,18.593
16,0,8,256,22.304
16,0,8,512,29.76
16,0,8,1024,44.448
16,0,16,16,17.44
16,0,16,32,17.472
16,0,16,64,17.569
16,0,16,128,23.328
16,0,16,256,29.599
16,0,16,512,40.576
16,0,16,1024,63.648
16,16,0,0,15.681
16,16,1,16,15.808
16,16,1,32,15.743
16,16,1,64,15.616
16,16,1,128,18.079
16,16,1,256,21.6
16,16,1,512,28.864
16,16,1,1024,43.264
16,16,2,16,15.712
16,16,2,32,15.68
16,16,2,64,15.808
16,16,2,128,18.08
16,16,2,256,21.824
16,16,2,512,29.056
16,16,2,1024,43.904
16,16,4,16,15.68
16,16,4,32,15.743
16,16,4,64,15.52
16,16,4,128,18.112
16,16,4,256,21.888
16,16,4,512,29.344
16,16,4,1024,43.808
16,16,8,16,15.424
16,16,8,32,15.712
16,16,8,64,15.839
16,16,8,128,18.624
16,16,8,256,22.304
16,16,8,512,29.408
16,16,8,1024,44.448
16,16,16,16,17.375
16,16,16,32,17.28
16,16,16,64,17.568
16,16,16,128,23.296
16,16,16,256,30.016
16,16,16,512,40.512
16,16,16,1024,63.616
16,32,0,0,16.065
16,32,1,16,15.935
16,32,1,32,15.807
16,32,1,64,15.712
16,32,1,128,18.048
16,32,1,256,21.535
16,32,1,512,28.768
16,32,1,1024,43.424
16,32,2,16,15.904
16,32,2,32,15.872
16,32,2,64,15.935
16,32,2,128,18.24
16,32,2,256,21.856
16,32,2,512,28.959
16,32,2,1024,43.872
16,32,4,16,15.584
16,32,4,32,15.457
16,32,4,64,15.616
16,32,4,128,18.112
16,32,4,256,21.985
16,32,4,512,29.44
16,32,4,1024,44.063
16,32,8,16,15.68
16,32,8,32,15.872
16,32,8,64,15.744
16,32,8,128,18.496
16,32,8,256,22.304
16,32,8,512,29.632
16,32,8,1024,44.639
16,32,16,16,17.376
16,32,16,32,17.28
16,32,16,64,17.568
16,32,16,128,23.392
16,32,16,256,29.569
16,32,16,512,40.672
16,32,16,1024,63.551
16,64,0,0,16.063
16,64,1,16,16.031
16,64,1,32,15.904
16,64,1,64,15.904
16,64,1,128,18.08
16,64,1,256,21.696
16,64,1,512,28.672
16,64,1,1024,43.455
16,64,2,16,15.872
16,64,2,32,15.776
16,64,2,64,15.584
16,64,2,128,18.176
16,64,2,256,21.632
16,64,2,512,29.088
16,64,2,1024,43.968
16,64,4,16,15.712
