layer,tokens,time_us
embedding,1,7.295
embedding,2,7.424
embedding,3,8
embedding,4,8.16
embedding,5,8.896
embedding,6,9.12
embedding,7,9.664
embedding,8,9.824
embedding,9,10.336
embedding,10,10.944
embedding,11,11.102
embedding,12,11.68
embedding,13,12
embedding,14,12.353
embedding,15,12.736
embedding,16,12.928
embedding,20,5.729
embedding,24,5.536
embedding,28,5.727
embedding,32,5.44
embedding,36,5.664
embedding,40,5.505
embedding,44,5.695
embedding,48,5.504
embedding,52,5.76
embedding,56,5.6
embedding,60,5.791
embedding,64,5.632
embedding,80,5.76
embedding,96,5.888
embedding,112,6.112
embedding,128,6.176
embedding,144,6.464
embedding,160,6.432
embedding,176,6.496
embedding,192,6.464
embedding,208,6.529
embedding,224,6.56
embedding,240,6.88
embedding,256,6.848
embedding,272,6.944
embedding,288,6.976
embedding,304,7.041
embedding,320,7.072
embedding,336,7.169
embedding,352,7.392
embedding,368,7.457
embedding,384,7.489
embedding,400,7.872
embedding,416,7.84
embedding,432,7.744
embedding,448,7.679
embedding,464,7.84
embedding,480,7.776
embedding,496,8.031
embedding,512,8.064
final_layernorm,1,3.553
final_layernorm,2,3.52
final_layernorm,3,4.128
final_layernorm,4,3.968
final_layernorm,5,3.968
final_layernorm,6,4.063
final_layernorm,7,3.968
final_layernorm,8,3.968
final_layernorm,9,3.936
final_layernorm,10,4
final_layernorm,11,4.096
final_layernorm,12,3.968
final_layernorm,13,4
final_layernorm,14,4
final_layernorm,15,4.191
final_layernorm,16,4.191
final_layernorm,20,4.064
final_layernorm,24,4.096
final_layernorm,28,4.128
final_layernorm,32,4.191
final_layernorm,36,4.128
final_layernorm,40,4.224
final_layernorm,44,4.224
final_layernorm,48,4.256
final_layernorm,52,4.256
final_layernorm,56,4.256
final_layernorm,60,4.288
final_layernorm,64,4.224
final_layernorm,80,4.384
final_layernorm,96,4.544
final_layernorm,112,4.64
final_layernorm,128,4.8
final_layernorm,144,4.865
final_layernorm,160,4.96
final_layernorm,176,4.959
final_layernorm,192,5.024
final_layernorm,208,5.088
final_layernorm,224,6.272
final_layernorm,240,6.848
final_layernorm,256,5.312
final_layernorm,272,5.44
final_layernorm,288,5.344
final_layernorm,304,5.6
final_layernorm,320,5.599
final_layernorm,336,5.888
final_layernorm,352,5.824
final_layernorm,368,5.793
final_layernorm,384,5.856
final_layernorm,400,5.92
final_layernorm,416,6.048
final_layernorm,432,6.144
final_layernorm,448,6.144
final_layernorm,464,6.368
final_layernorm,480,6.368
final_layernorm,496,6.368
final_layernorm,512,6.784
layernorm,1,3.3755
layernorm,2,3.472
layernorm,3,3.728
layernorm,4,3.76
layernorm,5,3.808
layernorm,6,3.7595
layernorm,7,3.776
layernorm,8,3.776
layernorm,9,3.776
layernorm,10,3.776
layernorm,11,3.776
layernorm,12,3.776
layernorm,13,3.824
layernorm,14,3.84
layernorm,15,3.84
layernorm,16,3.808
layernorm,20,3.84
layernorm,24,3.824
layernorm,28,3.84
layernorm,32,3.824
layernorm,36,3.856
layernorm,40,3.872
layernorm,44,3.872
layernorm,48,3.904
layernorm,52,3.8875
layernorm,56,3.968
layernorm,60,3.9515
layernorm,64,3.984
layernorm,80,4.16
layernorm,96,4.304
layernorm,112,4.416
layernorm,128,4.512
layernorm,144,4.592
layernorm,160,4.512
layernorm,176,4.5275
layernorm,192,4.64
layernorm,208,4.624
layernorm,224,5.2795
layernorm,240,5.728
layernorm,256,4.896
layernorm,272,4.8955
layernorm,288,4.9285
layernorm,304,4.944
layernorm,320,4.976
layernorm,336,5.1045
layernorm,352,5.168
layernorm,368,5.1675
layernorm,384,5.2635
layernorm,400,5.264
layernorm,416,5.344
layernorm,432,5.3115
layernorm,448,5.456
layernorm,464,5.456
layernorm,480,5.5195
layernorm,496,5.584
layernorm,512,5.744
o_proj,1,7.999
o_proj,2,9.888
o_proj,3,9.888
o_proj,4,9.92
o_proj,5,9.888
o_proj,6,10.016
o_proj,7,9.984
o_proj,8,9.952
o_proj,9,9.824
o_proj,10,9.952
o_proj,11,9.92
o_proj,12,9.984
o_proj,13,9.984
o_proj,14,9.984
o_proj,15,10.016
o_proj,16,9.984
o_proj,20,10.048
o_proj,24,9.952
o_proj,28,10.176
o_proj,32,10.208
o_proj,36,10.08
o_proj,40,10.304
o_proj,44,10.4
o_proj,48,10.304
o_proj,52,10.24
o_proj,56,10.336
o_proj,60,10.496
o_proj,64,10.56
o_proj,80,10.72
o_proj,96,10.752
o_proj,112,10.944
o_proj,128,11.104
o_proj,144,12.064
o_proj,160,12.64
o_proj,176,12.512
o_proj,192,12.96
o_proj,208,14.304
o_proj,224,14.336
o_proj,240,14.4
o_proj,256,14.368
o_proj,272,15.2
o_proj,288,15.423
o_proj,304,15.424
o_proj,320,15.776
o_proj,336,16.224
o_proj,352,16.096
o_proj,368,15.904
o_proj,384,16.416
o_proj,400,23.679
o_proj,416,23.712
o_proj,432,22.784
o_proj,448,22.496
o_proj,464,22.976
o_proj,480,23.104
o_proj,496,23.136
o_proj,512,22.88
qk_norm,1,3.568
qk_norm,2,3.552
qk_norm,3,3.664
qk_norm,4,3.568
qk_norm,5,3.68
qk_norm,6,3.648
qk_norm,7,3.696
qk_norm,8,3.584
qk_norm,9,3.68
qk_norm,10,3.728
qk_norm,11,3.696
qk_norm,12,3.76
qk_norm,13,3.76
qk_norm,14,3.7595
qk_norm,15,3.7445
qk_norm,16,3.792
qk_norm,20,3.792
qk_norm,24,3.792
qk_norm,28,3.824
qk_norm,32,3.84
qk_norm,36,3.872
qk_norm,40,3.888
qk_norm,44,3.888
qk_norm,48,3.9205
qk_norm,52,3.9195
qk_norm,56,3.936
qk_norm,60,3.9675
qk_norm,64,4
qk_norm,80,4.048
qk_norm,96,4.128
qk_norm,112,4.224
qk_norm,128,4.2885
qk_norm,144,4.3525
qk_norm,160,4.416
qk_norm,176,4.4645
qk_norm,192,4.576
qk_norm,208,4.624
qk_norm,224,4.688
qk_norm,240,4.736
qk_norm,256,4.848
qk_norm,272,4.8955
qk_norm,288,4.976
qk_norm,304,5.072
qk_norm,320,5.104
qk_norm,336,5.2
qk_norm,352,5.296
qk_norm,368,5.328
qk_norm,384,5.408
qk_norm,400,5.4875
qk_norm,416,5.6155
qk_norm,432,5.8235
qk_norm,448,5.968
qk_norm,464,6.096
qk_norm,480,6.272
qk_norm,496,6.24
qk_norm,512,6.336
qkv_proj,1,8
qkv_proj,2,12.16
qkv_proj,3,12.192
qkv_proj,4,12.192
qkv_proj,5,12.192
qkv_proj,6,12.159
qkv_proj,7,12.256
qkv_proj,8,12.224
qkv_proj,9,12.256
qkv_proj,10,12.352
qkv_proj,11,12.416
qkv_proj,12,12.382
qkv_proj,13,15.072
qkv_proj,14,15.072
qkv_proj,15,15.168
qkv_proj,16,15.2
qkv_proj,20,12.544
qkv_proj,24,12.512
qkv_proj,28,12.576
qkv_proj,32,12.64
qkv_proj,36,12.704
qkv_proj,40,12.96
qkv_proj,44,13.024
qkv_proj,48,12.928
qkv_proj,52,12.992
qkv_proj,56,13.056
qkv_proj,60,13.12
qkv_proj,64,13.152
qkv_proj,80,14.88
qkv_proj,96,14.848
qkv_proj,112,14.912
qkv_proj,128,15.136
qkv_proj,144,15.264
qkv_proj,160,15.232
qkv_proj,176,15.328
qkv_proj,192,15.52
qkv_proj,208,17.248
qkv_proj,224,17.695
qkv_proj,240,18.047
qkv_proj,256,18.529
qkv_proj,272,19.168
qkv_proj,288,19.328
qkv_proj,304,19.52
qkv_proj,320,19.744
qkv_proj,336,22.208
qkv_proj,352,22.304
qkv_proj,368,22.24
qkv_proj,384,22.304
qkv_proj,400,22.368
qkv_proj,416,22.336
qkv_proj,432,22.528
qkv_proj,448,22.432
qkv_proj,464,24.192
qkv_proj,480,24.544
qkv_proj,496,24.864
qkv_proj,512,24.8
rotary_emb,1,3.423
rotary_emb,2,3.361
rotary_emb,3,3.871
rotary_emb,4,4.032
rotary_emb,5,3.84
rotary_emb,6,3.872
rotary_emb,7,3.872
rotary_emb,8,3.84
rotary_emb,9,4.064
rotary_emb,10,3.84
rotary_emb,11,3.872
rotary_emb,12,4.065
rotary_emb,13,3.904
rotary_emb,14,3.872
rotary_emb,15,4.128
rotary_emb,16,3.904
rotary_emb,20,4.256
rotary_emb,24,3.968
rotary_emb,28,4.159
rotary_emb,32,4.16
rotary_emb,36,4.128
rotary_emb,40,4.128
rotary_emb,44,4.255
rotary_emb,48,4.032
rotary_emb,52,4.352
rotary_emb,56,4.064
rotary_emb,60,4.128
rotary_emb,64,4.065
rotary_emb,80,4.16
rotary_emb,96,4.288
rotary_emb,112,4.448
rotary_emb,128,4.672
rotary_emb,144,4.512
rotary_emb,160,4.608
rotary_emb,176,4.512
rotary_emb,192,4.704
rotary_emb,208,4.704
rotary_emb,224,4.8
rotary_emb,240,5.216
rotary_emb,256,5.056
rotary_emb,272,5.024
rotary_emb,288,5.024
rotary_emb,304,5.024
rotary_emb,320,5.056
rotary_emb,336,5.312
rotary_emb,352,5.375
rotary_emb,368,5.471
rotary_emb,384,5.568
rotary_emb,400,5.472
rotary_emb,416,5.601
rotary_emb,432,5.664
rotary_emb,448,6.464
rotary_emb,464,6.464
rotary_emb,480,6.464
rotary_emb,496,6.4
rotary_emb,512,6.624
